ID,agot1,agot2,agot3,eng1,eng2,eng3,iab1,iab2,iab3,age,exp,emp,rol,gnr,suc
698,3,2,2,4,3,2,3,4,4,42,20,18,Administrativo,Masculino,Centro
699,4,3,4,1,2,5,5,1,4,27,18,16,Técnico,Femenino,Sur
700,2,4,2,3,3,3,4,1,3,35,26,13,Técnico,Femenino,Sur
701,4,1,5,2,2,6,1,5,1,28,25,11,Administrativo,Femenino,Centro
702,2,3,1,4,3,2,4,3,3,55,42,36,Profesional,Otro,Sur
703,4,1,4,1,1,5,5,2,5,63,39,5,Profesional,Otro,Sur
704,5,2,4,1,3,6,1,4,1,47,45,18,Administrativo,Otro,Sur
705,5,1,4,1,2,6,4,3,3,59,35,17,Administrativo,Femenino,Sur
706,3,4,3,3,4,4,4,2,4,21,13,11,Técnico,Masculino,Centro
707,4,3,5,2,3,4,4,2,3,46,35,1,Profesional,Masculino,Centro
708,3,3,2,3,2,4,5,1,4,34,33,21,Técnico,Femenino,Centro
709,3,3,4,2,3,6,3,3,3,48,30,18,Técnico,Otro,Centro
710,2,5,2,4,3,3,4,3,4,27,24,13,Profesional,Masculino,Centro
711,1,5,2,4,6,2,3,2,2,61,45,44,Técnico,Masculino,Sur
712,2,5,3,3,3,5,4,2,3,46,40,39,Técnico,Femenino,Centro
713,5,2,5,2,2,4,5,2,5,45,34,28,Administrativo,Otro,Sur
714,5,1,5,1,2,6,5,2,4,58,34,20,Administrativo,Femenino,Centro
715,3,3,2,4,4,3,3,4,2,30,23,23,Técnico,Femenino,Sur
716,5,2,4,1,1,6,2,4,3,24,20,6,Profesional,Otro,Centro
717,3,3,4,2,4,5,4,1,4,22,10,3,Profesional,Femenino,Sur
718,1,5,1,4,5,3,4,1,5,25,12,11,Técnico,Masculino,Centro
719,3,2,3,2,2,6,5,2,4,50,42,17,Administrativo,Femenino,Sur
720,4,1,4,2,3,5,2,4,1,27,9,4,Técnico,Otro,Sur
721,3,3,2,4,3,4,5,1,4,32,21,18,Técnico,Masculino,Sur
722,2,5,3,3,3,4,3,4,2,34,13,7,Administrativo,Femenino,Centro
723,4,1,5,3,2,3,3,4,3,61,43,26,Administrativo,Masculino,Centro
724,3,4,3,4,4,4,4,2,3,62,44,25,Técnico,Femenino,Centro
725,3,4,4,4,2,2,4,3,5,48,32,7,Profesional,Otro,Centro
726,5,2,5,2,2,6,5,1,5,42,38,23,Administrativo,Otro,Sur
727,5,2,4,1,1,6,2,4,3,41,35,35,Técnico,Femenino,Sur
728,2,5,2,3,4,4,5,2,5,54,44,17,Profesional,Otro,Centro
729,5,2,5,2,2,4,1,4,1,59,39,34,Técnico,Otro,Centro
730,5,1,5,2,2,4,2,4,3,61,44,39,Profesional,Femenino,Sur
731,5,2,4,2,1,4,2,4,1,46,42,39,Técnico,Masculino,Sur
732,2,3,3,4,3,3,4,3,4,44,19,14,Técnico,Otro,Centro
733,2,5,1,4,4,3,3,4,2,58,44,31,Profesional,Femenino,Centro
734,3,3,3,4,3,3,5,1,5,53,33,20,Administrativo,Femenino,Sur
735,4,2,4,2,4,5,2,4,3,46,40,30,Técnico,Otro,Sur
736,1,5,1,4,4,3,4,2,3,41,39,35,Administrativo,Masculino,Sur
737,1,5,2,5,5,1,5,2,5,36,11,4,Administrativo,Masculino,Centro
738,2,3,1,4,5,2,5,2,4,59,42,15,Profesional,Masculino,Sur
739,3,3,2,3,3,4,3,3,4,18,0,0,Técnico,Otro,Sur
740,4,3,3,2,3,4,4,2,4,36,31,12,Técnico,Masculino,Sur
741,2,3,2,4,5,2,5,1,5,61,45,12,Administrativo,Otro,Centro
742,3,2,3,3,3,5,5,2,4,61,37,28,Profesional,Masculino,Centro
743,4,3,4,1,1,5,5,1,4,19,10,3,Profesional,Masculino,Centro
744,2,3,2,4,4,4,5,1,4,49,40,0,Administrativo,Masculino,Centro
745,5,2,4,2,2,4,5,1,4,55,33,27,Técnico,Masculino,Centro
746,1,5,1,5,6,3,5,2,4,43,31,27,Administrativo,Masculino,Centro
747,5,2,5,2,1,4,1,4,2,35,28,25,Administrativo,Otro,Sur
748,1,4,1,6,4,2,5,1,4,47,40,39,Técnico,Masculino,Centro
749,4,2,4,2,4,6,2,3,1,30,17,5,Técnico,Femenino,Centro
750,5,2,5,2,3,5,2,3,2,36,20,16,Administrativo,Otro,Sur
751,2,5,3,4,5,2,4,1,5,52,45,37,Profesional,Masculino,Centro
752,2,3,3,3,4,4,5,1,4,56,41,26,Técnico,Masculino,Centro
753,5,1,4,1,1,6,2,5,2,57,42,24,Técnico,Femenino,Sur
754,3,4,2,3,2,3,4,3,3,60,40,33,Técnico,Masculino,Centro
755,4,1,4,2,1,6,5,1,5,46,44,37,Profesional,Otro,Sur
756,5,1,5,2,1,6,4,1,5,44,41,27,Técnico,Femenino,Centro
757,2,4,3,3,3,3,4,3,4,38,23,5,Profesional,Otro,Sur
758,4,1,4,3,2,5,4,1,3,26,23,7,Profesional,Femenino,Sur
759,2,5,2,3,3,5,4,3,3,35,23,23,Profesional,Femenino,Centro
760,2,5,1,5,5,2,5,1,4,58,43,40,Profesional,Masculino,Sur
761,2,5,1,4,3,3,5,1,5,35,12,1,Profesional,Femenino,Sur
762,5,2,5,1,1,5,5,1,5,50,33,2,Profesional,Otro,Centro
763,5,1,5,1,1,5,4,2,4,30,12,6,Profesional,Femenino,Sur
764,2,5,1,3,4,5,4,1,5,31,28,2,Administrativo,Otro,Centro
765,5,1,4,2,2,4,1,4,1,45,43,28,Profesional,Otro,Centro
766,5,2,4,2,2,4,5,1,5,28,27,17,Técnico,Otro,Centro
767,1,5,2,4,5,4,4,2,5,52,35,28,Técnico,Otro,Sur
768,5,2,5,1,1,6,1,4,2,30,5,5,Profesional,Femenino,Centro
769,3,3,3,4,2,3,5,1,5,39,25,18,Administrativo,Otro,Sur
770,5,1,5,2,2,6,2,3,3,48,34,33,Profesional,Femenino,Sur
771,4,2,3,3,3,3,5,2,4,60,40,5,Técnico,Masculino,Sur
772,3,2,3,4,3,3,5,1,4,55,32,24,Técnico,Masculino,Centro
773,5,1,4,1,3,5,2,4,2,59,36,34,Técnico,Femenino,Centro
774,4,2,3,2,2,4,4,1,4,50,36,23,Técnico,Otro,Centro
775,4,3,4,2,3,6,2,4,2,43,34,18,Técnico,Femenino,Sur
776,3,4,3,2,2,6,5,2,4,44,44,29,Técnico,Masculino,Centro
777,5,2,4,1,2,5,4,1,4,26,3,0,Profesional,Masculino,Sur
778,5,2,5,2,2,6,4,2,4,22,9,9,Profesional,Otro,Sur
779,1,5,2,4,5,3,4,2,4,50,32,32,Profesional,Femenino,Centro
780,2,3,2,4,5,2,4,3,3,22,19,6,Profesional,Otro,Sur
781,5,1,4,2,2,4,5,2,5,37,18,3,Profesional,Otro,Centro
782,3,4,3,2,2,6,4,3,5,35,29,27,Administrativo,Femenino,Sur
783,4,3,5,2,2,4,1,5,2,43,40,33,Profesional,Femenino,Sur
784,4,3,3,2,3,5,5,2,4,60,35,34,Profesional,Masculino,Sur
785,5,1,4,1,2,5,5,2,5,25,2,1,Técnico,Masculino,Centro
786,4,3,5,2,3,5,4,1,3,44,42,39,Técnico,Masculino,Centro
787,1,4,2,4,5,2,5,1,5,28,25,10,Administrativo,Masculino,Sur
788,4,3,3,2,1,5,5,1,5,22,4,3,Técnico,Femenino,Centro
789,2,5,2,4,5,2,4,1,4,47,30,30,Profesional,Masculino,Centro
790,3,4,4,4,2,2,4,2,4,46,23,15,Profesional,Masculino,Centro
791,4,2,3,2,2,5,3,2,4,56,31,1,Profesional,Otro,Sur
792,3,2,4,2,4,5,4,2,4,22,4,0,Técnico,Otro,Sur
793,4,1,5,3,3,4,3,2,3,63,45,28,Técnico,Femenino,Sur
794,2,4,1,4,4,2,5,1,4,23,1,1,Profesional,Masculino,Sur
795,5,1,4,2,1,4,3,4,4,44,41,3,Profesional,Otro,Sur
796,2,4,1,5,3,3,3,3,3,28,7,1,Profesional,Masculino,Centro
797,4,1,5,2,3,4,5,2,5,47,34,10,Profesional,Masculino,Centro
798,1,5,2,4,6,3,5,2,5,59,45,42,Profesional,Masculino,Sur
799,3,2,3,4,3,2,3,3,4,28,9,1,Profesional,Femenino,Sur
800,4,2,3,2,1,5,4,2,5,24,2,2,Técnico,Femenino,Centro
801,4,3,4,2,2,6,2,5,2,53,42,40,Administrativo,Femenino,Sur
802,5,1,4,2,2,4,4,3,3,40,34,31,Profesional,Masculino,Sur
803,4,1,3,2,2,5,3,4,2,20,14,4,Profesional,Masculino,Sur
804,5,1,4,2,1,4,3,3,2,56,45,0,Técnico,Masculino,Sur
805,4,2,3,3,3,5,4,1,4,31,24,7,Técnico,Femenino,Centro
806,5,1,4,2,2,5,1,4,1,57,40,34,Profesional,Otro,Centro
807,2,4,1,4,5,2,4,2,4,49,40,19,Técnico,Masculino,Centro
808,5,2,4,2,2,4,5,1,5,48,38,37,Administrativo,Femenino,Centro
809,5,1,5,2,1,6,4,1,5,55,33,21,Técnico,Masculino,Sur
810,4,2,5,3,2,3,3,3,4,49,40,29,Profesional,Femenino,Sur
811,4,2,4,3,1,3,5,2,5,43,41,5,Técnico,Otro,Sur
812,4,2,4,3,2,5,5,1,5,57,37,23,Profesional,Femenino,Sur
813,4,2,3,2,2,5,3,3,4,41,41,33,Administrativo,Otro,Centro
814,3,2,2,4,4,4,4,3,3,45,26,1,Profesional,Femenino,Centro
815,4,2,3,1,2,5,5,1,4,62,38,31,Profesional,Otro,Sur
816,1,4,1,4,6,3,4,2,3,51,30,15,Técnico,Masculino,Sur
817,2,4,2,4,5,4,4,2,4,40,15,13,Técnico,Femenino,Sur
818,2,3,1,3,4,3,5,2,4,52,30,25,Técnico,Femenino,Sur
819,3,3,3,4,3,4,4,1,3,20,9,8,Técnico,Otro,Sur
820,3,2,3,2,2,6,5,1,4,54,32,29,Técnico,Otro,Sur
821,4,3,5,1,2,5,5,2,4,54,42,18,Administrativo,Masculino,Centro
822,5,1,5,1,1,5,5,2,5,40,23,18,Profesional,Masculino,Sur
823,4,1,5,3,2,3,3,3,2,59,40,38,Técnico,Femenino,Sur
824,1,4,1,4,5,2,5,1,4,58,41,20,Profesional,Masculino,Sur
825,3,3,4,3,2,5,4,1,5,27,6,3,Profesional,Masculino,Centro
826,3,4,3,3,4,3,5,2,5,46,44,41,Administrativo,Otro,Sur
827,2,4,1,3,3,3,4,2,4,63,46,34,Profesional,Femenino,Centro
828,4,2,4,2,3,4,4,2,4,47,40,7,Técnico,Masculino,Centro
829,3,2,3,4,4,4,5,1,4,34,31,1,Profesional,Masculino,Sur
830,3,2,3,4,4,3,3,4,3,44,43,33,Técnico,Masculino,Centro
831,5,2,4,1,3,6,1,4,1,54,44,29,Técnico,Femenino,Sur
832,2,3,2,4,4,3,4,3,5,65,46,46,Técnico,Otro,Centro
833,2,3,3,4,3,4,5,1,4,46,22,4,Técnico,Otro,Centro
834,3,2,2,4,2,3,5,1,4,33,29,28,Profesional,Masculino,Sur
835,4,1,3,2,1,4,2,5,2,26,6,6,Técnico,Otro,Sur
836,5,1,4,2,3,4,2,4,2,38,32,27,Profesional,Femenino,Sur
837,5,2,5,2,2,5,3,3,3,58,40,22,Administrativo,Femenino,Sur
838,5,2,4,1,2,6,5,1,4,53,40,8,Profesional,Otro,Centro
839,2,3,2,3,5,5,4,1,3,41,32,9,Administrativo,Femenino,Sur
840,5,1,4,2,1,6,1,4,2,21,17,14,Técnico,Femenino,Centro
841,3,2,4,4,4,4,5,1,5,37,33,20,Técnico,Masculino,Centro
842,5,1,5,1,3,5,3,4,2,37,14,6,Profesional,Otro,Centro
843,3,2,2,3,3,5,5,1,4,55,45,42,Profesional,Masculino,Sur
844,3,3,2,3,3,4,3,3,2,48,37,26,Administrativo,Otro,Sur
845,3,2,2,4,3,4,5,1,4,53,45,15,Técnico,Femenino,Sur
846,5,1,4,1,2,5,4,2,5,40,30,29,Administrativo,Femenino,Sur
847,5,1,5,1,2,6,1,4,2,54,43,38,Profesional,Femenino,Centro
848,5,1,5,2,3,4,2,4,3,27,6,0,Profesional,Femenino,Centro
849,5,2,5,2,2,5,2,3,1,51,45,6,Técnico,Masculino,Centro
850,3,2,2,4,4,3,4,1,3,38,29,1,Profesional,Masculino,Centro
851,2,4,3,4,5,4,4,1,4,24,10,5,Técnico,Otro,Centro
852,4,3,4,3,1,4,5,1,4,54,45,11,Técnico,Otro,Sur
853,3,2,2,4,3,2,3,4,3,64,39,1,Técnico,Masculino,Sur
854,2,4,2,3,3,3,5,1,5,25,5,2,Técnico,Femenino,Sur
855,3,3,3,3,3,3,4,1,3,45,35,33,Profesional,Femenino,Sur
856,3,2,4,2,3,5,4,3,5,46,45,33,Profesional,Femenino,Sur
857,3,4,4,4,4,2,5,1,4,42,29,24,Profesional,Masculino,Sur
858,5,2,5,1,1,6,2,5,2,28,5,0,Técnico,Otro,Sur
859,3,3,2,4,3,2,3,4,2,59,35,28,Técnico,Femenino,Sur
860,4,2,3,3,3,3,4,1,4,49,34,30,Técnico,Masculino,Sur
861,5,2,4,1,1,5,5,2,5,18,18,15,Profesional,Femenino,Sur
862,5,1,5,2,2,4,2,4,3,33,10,8,Profesional,Otro,Centro
863,4,1,3,1,3,6,5,2,4,38,20,9,Técnico,Otro,Sur
864,4,2,5,1,1,6,1,5,1,30,29,22,Profesional,Masculino,Sur
865,4,2,4,3,3,5,4,2,5,35,20,6,Profesional,Otro,Sur
866,4,3,3,2,1,5,5,1,4,49,29,28,Administrativo,Masculino,Centro
867,5,2,5,2,2,4,1,4,2,26,22,2,Técnico,Femenino,Centro
868,2,4,1,4,3,2,3,4,2,24,7,0,Técnico,Masculino,Sur
869,2,3,2,3,4,5,4,1,4,62,40,33,Profesional,Otro,Centro
870,3,3,2,4,2,2,5,1,4,54,44,29,Administrativo,Otro,Sur
871,1,4,2,4,5,3,4,1,3,25,6,0,Técnico,Femenino,Centro
872,4,1,4,2,3,4,4,2,4,56,34,25,Técnico,Femenino,Sur
873,2,3,2,4,5,4,3,3,2,46,33,14,Técnico,Femenino,Centro
874,4,3,4,3,3,4,2,5,3,37,29,25,Profesional,Otro,Centro
875,5,2,5,1,1,6,1,5,1,35,25,10,Técnico,Otro,Sur
876,5,1,4,1,2,6,4,2,3,38,35,34,Profesional,Femenino,Centro
877,2,3,1,4,3,2,3,4,2,30,19,5,Profesional,Otro,Sur
878,5,1,4,1,2,6,5,1,4,26,22,22,Técnico,Masculino,Sur
879,1,5,1,4,5,2,4,2,3,18,3,1,Profesional,Masculino,Centro
880,5,1,4,2,1,6,5,2,4,33,29,26,Administrativo,Masculino,Sur
881,2,5,1,3,5,5,4,2,5,52,37,27,Profesional,Otro,Sur
882,3,3,2,2,4,6,5,2,4,41,32,25,Profesional,Masculino,Centro
883,1,4,2,6,6,1,5,1,5,41,30,8,Técnico,Masculino,Sur
884,2,4,1,4,3,2,3,4,2,53,46,37,Profesional,Otro,Sur
885,4,1,4,1,1,6,1,5,1,45,34,29,Administrativo,Masculino,Sur
886,4,1,4,3,2,5,5,2,4,61,39,31,Técnico,Masculino,Sur
887,5,1,5,2,2,5,1,4,1,49,34,33,Administrativo,Otro,Centro
888,3,2,3,3,3,3,5,1,4,39,22,15,Administrativo,Otro,Centro
889,5,2,4,2,1,5,1,5,2,44,29,8,Profesional,Otro,Sur
890,2,4,3,3,3,5,4,2,4,56,34,31,Profesional,Femenino,Sur
891,5,1,5,1,1,5,2,5,2,55,31,21,Profesional,Femenino,Centro
892,5,1,4,1,2,5,4,1,5,23,4,1,Profesional,Otro,Sur
893,5,1,4,2,2,5,2,3,1,44,39,22,Profesional,Masculino,Sur
894,3,4,2,3,2,4,4,1,4,58,38,27,Técnico,Masculino,Centro
895,2,3,1,5,5,2,5,2,4,25,1,0,Profesional,Otro,Sur
896,2,3,2,4,3,2,3,4,2,24,1,1,Técnico,Otro,Sur
897,3,3,3,4,4,3,3,4,2,47,44,21,Profesional,Femenino,Sur
898,1,5,2,4,4,2,4,3,4,30,10,0,Técnico,Masculino,Sur
899,4,3,5,3,2,4,5,2,5,38,22,13,Profesional,Femenino,Sur
900,4,1,5,1,2,5,4,2,5,58,37,30,Administrativo,Otro,Centro
901,5,1,4,1,1,6,1,5,1,32,20,7,Profesional,Masculino,Centro
902,2,5,3,5,4,3,4,2,3,21,21,15,Profesional,Otro,Centro
903,5,2,5,2,1,4,2,3,2,56,44,21,Técnico,Masculino,Sur
904,1,5,1,6,6,2,4,1,5,39,30,22,Administrativo,Masculino,Centro
905,2,5,1,3,5,3,3,3,3,48,25,22,Técnico,Femenino,Centro
906,1,5,2,6,5,1,5,1,4,45,37,7,Profesional,Otro,Sur
907,4,2,4,2,2,5,3,2,2,49,30,20,Técnico,Femenino,Sur
908,4,2,5,3,1,4,5,1,5,35,29,14,Profesional,Otro,Sur
909,4,2,4,1,3,5,3,2,2,40,25,21,Administrativo,Masculino,Sur
910,5,2,4,2,2,5,2,4,2,29,15,13,Técnico,Masculino,Centro
911,5,2,5,2,1,6,5,2,4,31,26,24,Profesional,Femenino,Sur
912,5,1,4,2,2,5,2,5,3,49,39,32,Profesional,Masculino,Centro
913,1,4,1,4,4,2,5,2,4,46,38,25,Administrativo,Masculino,Sur
914,2,3,1,5,3,3,4,2,3,56,40,3,Profesional,Masculino,Centro
915,5,2,4,2,2,4,5,1,5,35,25,12,Técnico,Femenino,Sur
916,3,3,2,3,3,3,4,3,4,39,16,11,Profesional,Femenino,Sur
917,3,3,4,3,4,5,3,4,4,50,35,26,Profesional,Femenino,Sur
918,3,2,3,3,2,3,2,5,2,45,38,26,Técnico,Otro,Centro
919,5,1,4,1,1,6,1,5,2,46,30,9,Técnico,Femenino,Centro
920,1,5,2,5,5,2,5,2,5,49,45,44,Administrativo,Femenino,Sur
921,3,4,4,4,4,3,4,3,5,23,16,3,Técnico,Otro,Centro
922,2,3,3,4,3,2,4,2,3,53,44,29,Administrativo,Masculino,Sur
923,2,3,3,3,3,3,5,2,4,36,11,7,Técnico,Femenino,Sur
924,4,2,3,3,1,5,3,3,2,21,14,10,Profesional,Masculino,Sur
925,1,4,2,4,6,3,5,1,4,56,46,43,Profesional,Femenino,Sur
926,2,5,2,3,4,5,3,3,2,56,36,34,Profesional,Femenino,Centro
927,1,5,1,5,5,3,5,1,4,63,45,30,Profesional,Femenino,Sur
928,2,3,2,4,3,2,3,3,4,60,44,30,Profesional,Femenino,Centro
929,2,4,1,4,3,4,4,2,3,60,45,41,Técnico,Otro,Centro
930,3,4,2,3,3,4,4,1,5,48,44,39,Profesional,Femenino,Sur
931,3,4,4,4,4,3,3,4,3,49,47,36,Profesional,Femenino,Sur
932,3,3,4,4,3,4,4,1,3,40,31,0,Administrativo,Femenino,Centro
933,4,1,3,1,1,5,5,2,5,63,47,40,Técnico,Masculino,Sur
934,3,2,3,2,2,6,4,1,4,38,38,34,Profesional,Otro,Sur
935,2,3,3,5,5,2,4,2,3,27,24,15,Técnico,Masculino,Sur
936,1,5,2,5,4,2,5,1,4,51,32,26,Administrativo,Otro,Centro
937,2,4,3,3,3,3,4,3,3,58,43,9,Técnico,Femenino,Centro
938,3,4,2,4,2,2,5,1,4,33,28,21,Administrativo,Otro,Centro
939,4,1,5,1,1,6,1,5,2,57,38,15,Profesional,Femenino,Centro
940,5,1,5,1,2,5,4,3,4,54,46,45,Profesional,Masculino,Sur
941,2,3,3,4,5,2,4,2,4,47,23,13,Profesional,Otro,Sur
942,3,2,2,4,3,3,4,2,5,55,33,10,Profesional,Masculino,Sur
943,4,2,5,1,1,6,2,4,3,52,40,37,Profesional,Femenino,Centro
944,2,5,1,5,3,1,5,1,5,37,24,24,Técnico,Masculino,Sur
945,2,3,3,5,4,1,5,2,5,54,45,44,Técnico,Masculino,Centro
946,2,4,3,4,3,4,5,2,4,37,26,26,Profesional,Otro,Sur
947,5,2,5,2,1,4,2,3,2,52,35,20,Administrativo,Masculino,Centro
948,1,5,1,6,5,2,4,2,3,46,41,6,Profesional,Femenino,Sur
949,3,4,3,4,3,4,5,1,5,46,43,31,Técnico,Masculino,Centro
950,3,3,2,3,4,3,5,1,4,35,14,12,Técnico,Femenino,Sur
951,1,4,1,5,6,2,4,3,4,47,27,25,Profesional,Otro,Sur
952,2,3,1,4,3,3,5,2,5,53,40,39,Profesional,Femenino,Centro
953,1,4,1,5,5,2,4,2,3,61,38,36,Profesional,Masculino,Centro
954,1,4,1,5,5,2,5,2,4,39,36,33,Profesional,Masculino,Sur
955,5,2,4,1,1,6,1,5,1,42,26,22,Administrativo,Masculino,Centro
956,5,1,4,2,1,5,4,2,4,25,19,14,Técnico,Femenino,Centro
957,3,3,3,2,4,5,4,2,5,36,16,1,Profesional,Femenino,Sur
958,2,5,2,4,4,3,3,3,4,36,32,26,Administrativo,Otro,Sur
959,3,2,4,3,2,4,5,2,5,21,14,6,Profesional,Masculino,Centro
960,1,4,1,6,4,2,3,4,4,55,38,19,Administrativo,Otro,Centro
961,1,5,1,4,5,4,3,4,3,57,44,28,Administrativo,Femenino,Sur
962,1,4,1,4,6,2,5,2,5,50,28,22,Administrativo,Otro,Centro
963,1,5,2,6,4,1,5,2,4,36,20,1,Administrativo,Femenino,Centro
964,1,4,2,6,4,2,3,3,3,42,28,14,Profesional,Masculino,Centro
965,1,4,1,6,6,2,5,2,4,21,12,10,Profesional,Otro,Sur
966,4,3,3,2,2,4,5,1,5,51,38,19,Técnico,Otro,Sur
967,1,4,2,6,4,1,5,1,5,55,45,11,Profesional,Otro,Centro
968,3,4,4,2,4,6,4,3,5,49,29,27,Técnico,Otro,Centro
969,5,1,5,1,2,5,4,1,3,53,40,21,Profesional,Masculino,Centro
970,3,3,3,4,2,3,5,1,4,21,14,5,Administrativo,Otro,Centro
971,3,3,4,3,4,3,5,2,4,42,19,9,Técnico,Otro,Sur
972,4,3,5,1,3,6,4,2,3,42,41,31,Técnico,Femenino,Sur
973,4,1,5,3,1,3,5,1,4,45,33,33,Técnico,Otro,Centro
974,4,3,4,3,2,3,3,2,4,53,45,5,Técnico,Otro,Sur
975,1,5,1,4,4,2,4,1,4,39,20,6,Profesional,Otro,Sur
976,4,1,4,1,1,5,4,1,4,47,45,37,Profesional,Masculino,Centro
977,4,2,5,1,1,5,4,1,5,55,43,39,Profesional,Femenino,Sur
978,5,1,4,1,2,6,5,2,4,25,5,0,Profesional,Femenino,Centro
979,3,2,3,2,4,6,4,2,4,24,21,20,Técnico,Otro,Centro
980,4,1,4,3,3,4,4,3,4,35,18,11,Administrativo,Masculino,Centro
981,5,1,4,1,2,5,5,1,4,22,21,3,Profesional,Masculino,Sur
982,5,2,4,2,2,6,4,1,5,56,32,4,Profesional,Otro,Sur
983,5,1,5,1,2,6,4,2,3,63,38,32,Administrativo,Otro,Centro
984,2,4,2,5,4,3,5,2,5,60,44,26,Administrativo,Masculino,Centro
985,5,2,4,1,1,6,1,4,2,38,18,6,Profesional,Femenino,Sur
986,4,1,3,3,1,3,5,1,5,56,33,27,Profesional,Femenino,Sur
987,4,3,4,3,3,5,4,3,4,33,19,1,Profesional,Femenino,Centro
988,4,2,5,3,2,5,5,2,4,23,16,1,Técnico,Masculino,Sur
989,5,2,4,2,2,5,2,5,3,32,26,6,Profesional,Otro,Sur
990,5,1,5,1,1,5,4,2,5,56,41,12,Profesional,Masculino,Sur
991,1,4,2,5,6,3,4,2,4,19,11,5,Técnico,Femenino,Sur
992,1,5,1,5,5,1,5,2,5,40,28,9,Profesional,Masculino,Sur
993,3,4,4,2,4,5,4,1,3,63,45,29,Profesional,Masculino,Sur
994,2,5,2,4,3,2,3,4,2,59,40,14,Administrativo,Femenino,Sur
995,1,5,2,4,5,3,4,3,3,51,28,23,Profesional,Otro,Centro
996,2,4,1,4,4,4,5,1,5,30,27,4,Profesional,Otro,Sur
997,3,2,2,2,2,4,4,2,5,41,19,15,Técnico,Otro,Centro
998,3,2,3,2,4,4,4,2,4,60,44,44,Profesional,Otro,Centro
999,2,5,2,5,3,1,4,3,4,46,42,30,Técnico,Otro,Centro
1000,3,2,2,3,3,4,4,2,4,50,39,27,Administrativo,Otro,Centro
1001,3,4,2,4,3,4,4,1,4,53,45,34,Técnico,Femenino,Centro
1002,2,4,3,4,5,2,4,3,4,49,34,23,Profesional,Otro,Centro
1003,2,5,1,3,3,3,5,2,5,50,33,21,Profesional,Masculino,Centro
1004,1,4,1,6,5,2,4,3,4,18,0,0,Profesional,Masculino,Centro
1005,5,1,5,2,2,5,1,4,2,62,46,42,Técnico,Femenino,Sur
1006,1,4,2,5,6,2,5,1,4,37,37,22,Profesional,Femenino,Centro
1007,5,1,4,2,1,4,3,2,2,37,32,21,Técnico,Femenino,Centro
1008,5,2,5,1,2,6,5,2,5,42,31,20,Profesional,Masculino,Sur
1009,3,3,3,2,3,5,5,1,5,64,46,46,Profesional,Otro,Sur
1010,1,5,1,6,6,2,5,1,4,42,31,31,Profesional,Masculino,Centro
1011,1,5,2,5,4,2,5,1,4,26,17,14,Profesional,Femenino,Centro
1012,1,5,2,4,5,4,3,3,4,59,34,31,Administrativo,Femenino,Sur
1013,3,2,2,3,3,3,4,3,5,57,38,31,Técnico,Otro,Centro
1014,3,2,4,2,2,6,4,3,4,51,40,38,Profesional,Otro,Centro
1015,3,2,4,2,2,5,3,3,4,61,46,40,Técnico,Femenino,Sur
1016,1,4,2,4,5,3,5,2,5,52,44,31,Técnico,Otro,Centro
1017,3,3,4,2,2,6,4,3,4,34,12,7,Profesional,Otro,Sur
1018,4,1,3,2,1,6,4,2,3,32,27,8,Técnico,Femenino,Centro
1019,2,4,3,4,4,4,4,1,3,40,26,2,Administrativo,Femenino,Centro
1020,5,1,5,1,1,6,2,5,2,56,33,12,Administrativo,Masculino,Centro
1021,4,3,5,1,3,5,3,3,3,50,40,38,Administrativo,Femenino,Sur
1022,2,3,1,4,3,4,5,2,4,27,21,20,Profesional,Masculino,Centro
1023,5,2,5,1,1,5,4,2,5,48,43,7,Técnico,Femenino,Centro
1024,5,2,5,1,2,5,4,1,5,55,33,21,Técnico,Femenino,Sur
1025,5,2,4,1,2,6,5,1,4,53,42,38,Administrativo,Masculino,Centro
1026,5,2,4,1,1,5,4,3,3,45,27,16,Técnico,Otro,Centro
1027,4,2,3,1,3,5,1,5,2,40,33,10,Técnico,Masculino,Sur
1028,5,1,5,2,2,4,5,2,5,50,37,34,Profesional,Femenino,Centro
1029,1,4,2,4,6,2,3,3,2,60,44,34,Técnico,Otro,Centro
1030,5,2,5,2,1,5,4,3,3,22,4,3,Profesional,Otro,Centro
1031,4,2,5,3,2,5,4,3,3,50,40,35,Profesional,Otro,Centro
1032,4,1,3,1,2,5,4,1,5,43,43,43,Profesional,Masculino,Centro
1033,1,4,2,4,6,3,4,3,3,60,44,44,Profesional,Masculino,Sur
1034,1,5,2,4,6,4,4,3,5,39,38,38,Profesional,Masculino,Sur
1035,5,2,5,1,1,6,2,3,1,59,41,16,Administrativo,Femenino,Centro
1036,1,5,2,4,6,4,5,1,5,65,40,39,Técnico,Femenino,Centro
1037,4,1,5,1,3,5,3,2,3,50,44,37,Técnico,Masculino,Centro
1038,4,1,3,1,1,6,1,4,2,54,38,14,Técnico,Otro,Centro
1039,3,2,3,3,4,4,5,1,5,57,45,41,Profesional,Otro,Centro
1040,4,1,5,2,1,5,4,3,3,48,45,37,Técnico,Masculino,Centro
1041,2,3,1,3,5,4,4,3,5,47,43,0,Técnico,Femenino,Sur
1042,1,5,1,6,4,2,4,1,3,55,33,11,Administrativo,Otro,Centro
1043,3,2,3,4,3,3,5,1,4,25,12,5,Técnico,Masculino,Sur
1044,4,1,3,1,2,5,4,1,3,48,41,38,Administrativo,Femenino,Centro
1045,4,3,4,2,2,5,2,3,1,53,35,30,Profesional,Masculino,Centro
